ID do Frame,Quadril Esquerdo,Joelho Esquerdo,Tornozelo Esquerdo,Ângulo
757,"[0.6118583083152771, 0.8635499477386475]","[0.6154512763023376, 1.1462957859039307]","[0.6112397909164429, 1.3777692317962646]",178.22961944063098
758,"[0.611683189868927, 0.8634352684020996]","[0.6135458946228027, 1.146071434020996]","[0.6089917421340942, 1.3754931688308716]",178.48519483716984
759,"[0.6112985014915466, 0.8633726239204407]","[0.6122348308563232, 1.1468262672424316]","[0.6081293821334839, 1.375254511833191]",178.78109307128253
760,"[0.6111376285552979, 0.8636375665664673]","[0.6114643216133118, 1.1473923921585083]","[0.6079840064048767, 1.3751814365386963]",179.0586985665062
761,"[0.6108154058456421, 0.8638545274734497]","[0.6104351282119751, 1.1482882499694824]","[0.6074633002281189, 1.3750110864639282]",179.3256261638864
762,"[0.610621988773346, 0.8638231158256531]","[0.6109927892684937, 1.1305314302444458]","[0.6075081825256348, 1.3746442794799805]",179.10252534797314
763,"[0.6105958819389343, 0.8640692830085754]","[0.6109184622764587, 1.1382707357406616]","[0.6076706647872925, 1.3746049404144287]",179.14526368813742
764,"[0.610575795173645, 0.8643293380737305]","[0.6108130812644958, 1.1417902708053589]","[0.6077684760093689, 1.3744175434112549]",179.20116104762215
765,"[0.6104590892791748, 0.8650374412536621]","[0.6107022762298584, 1.1443806886672974]","[0.6078037023544312, 1.3743858337402344]",179.22810480241952
766,"[0.6103391647338867, 0.8661526441574097]","[0.6105942130088806, 1.1466033458709717]","[0.6078439354896545, 1.374306321144104]",179.2558887711628
767,"[0.6101291179656982, 0.8673006892204285]","[0.6104465126991272, 1.1485151052474976]","[0.6079357266426086, 1.3746976852416992]",179.29933530847757
768,"[0.6099634766578674, 0.8673252463340759]","[0.6105895042419434, 1.1491754055023193]","[0.6099915504455566, 1.375330924987793]",179.7212491467369
769,"[0.6093252301216125, 0.8672338724136353]","[0.6104888319969177, 1.1496282815933228]","[0.6099993586540222, 1.3755942583084106]",179.63980461245745
770,"[0.6085346341133118, 0.8672307133674622]","[0.6093894243240356, 1.1503373384475708]","[0.6095669269561768, 1.3761876821517944]",179.87203656874937
771,"[0.6069149971008301, 0.8669019937515259]","[0.6072179079055786, 1.1503647565841675]","[0.6086007356643677, 1.3771883249282837]",179.7119278958472
772,"[0.6049022674560547, 0.8669490218162537]","[0.6049405336380005, 1.1520999670028687]","[0.6043367981910706, 1.3831137418746948]",179.84257366923495
773,"[0.601791262626648, 0.8666368126869202]","[0.5983467102050781, 1.1510639190673828]","[0.5979679822921753, 1.3770064115524292]",179.40219367821288
774,"[0.5971941351890564, 0.8656766414642334]","[0.5944023132324219, 1.1507079601287842]","[0.5936376452445984, 1.376813292503357]",179.63258626523347
775,"[0.5923217535018921, 0.8643678426742554]","[0.5911359190940857, 1.1468232870101929]","[0.5914081931114197, 1.3697367906570435]",179.68947324528978
776,"[0.5861259698867798, 0.8643766045570374]","[0.5849753618240356, 1.1464542150497437]","[0.5868708491325378, 1.3698875904083252]",179.28023448157944
777,"[0.5784920454025269, 0.8637877702713013]","[0.5811241865158081, 1.1460154056549072]","[0.5851154327392578, 1.3701387643814087]",179.51411235664943
778,"[0.5705035924911499, 0.8629880547523499]","[0.5736809372901917, 1.1472811698913574]","[0.5752860903739929, 1.3733973503112793]",179.76639624055477
779,"[0.5641815066337585, 0.8658193945884705]","[0.5681143999099731, 1.162099838256836]","[0.5681434273719788, 1.3865818977355957]",179.2468964343481
780,"[0.5596043467521667, 0.8664289116859436]","[0.5658127069473267, 1.1610208749771118]","[0.5654430389404297, 1.3873069286346436]",178.69910223148753
781,"[0.5549809336662292, 0.8695899844169617]","[0.561837375164032, 1.1650749444961548]","[0.559656023979187, 1.3955312967300415]",178.12843692407935
782,"[0.5489901304244995, 0.871124804019928]","[0.5554041266441345, 1.1640429496765137]","[0.5462659001350403, 1.3726156949996948]",176.23689761790894
783,"[0.5431414842605591, 0.8736585974693298]","[0.5488103032112122, 1.1633564233779907]","[0.5387231707572937, 1.349542260169983]",175.7778514436485
784,"[0.53551185131073, 0.881259560585022]","[0.5431996583938599, 1.180754542350769]","[0.5343267917633057, 1.3627952337265015]",175.73913213531165
785,"[0.5273191928863525, 0.8819375038146973]","[0.5366327166557312, 1.177760124206543]","[0.5220493078231812, 1.3588796854019165]",173.59330740457736
786,"[0.5199688673019409, 0.8820316791534424]","[0.5275636911392212, 1.1733758449554443]","[0.5141843557357788, 1.3519854545593262]",174.22281271290385
787,"[0.5140907168388367, 0.8820831179618835]","[0.5285066366195679, 1.1616718769073486]","[0.5031046867370605, 1.3213906288146973]",168.01164144326796
788,"[0.506617546081543, 0.8837884664535522]","[0.5134205222129822, 1.1841875314712524]","[0.5076425671577454, 1.405085563659668]",177.20435036680783
789,"[0.4989256262779236, 0.8903661370277405]","[0.5064438581466675, 1.2086621522903442]","[0.503176748752594, 1.4616601467132568]",177.9070584817671
790,"[0.49427756667137146, 0.8928054571151733]","[0.5008617043495178, 1.208946943283081]","[0.4965190291404724, 1.4547054767608643]",177.7945593536078
791,"[0.4932100176811218, 0.8987226486206055]","[0.5060279369354248, 1.2106062173843384]","[0.504740834236145, 1.4544247388839722]",177.3441009079156
792,"[0.49105340242385864, 0.9095965027809143]","[0.5070722103118896, 1.2197023630142212]","[0.5086263418197632, 1.475703239440918]",177.39078849858822
793,"[0.4879832863807678, 0.9134461283683777]","[0.50844806432724, 1.224130630493164]","[0.5105844736099243, 1.4811038970947266]",176.70770441892822
794,"[0.4843656122684479, 0.9156455993652344]","[0.5078884363174438, 1.2282586097717285]","[0.5106048583984375, 1.487714171409607]",176.29668869219046
795,"[0.483227401971817, 0.9211376905441284]","[0.5047304034233093, 1.234249234199524]","[0.5078396797180176, 1.4970816373825073]",176.7491393527734
796,"[0.48068976402282715, 0.9259814023971558]","[0.5032332539558411, 1.239970088005066]","[0.5064006447792053, 1.5016447305679321]",176.58686545802908
797,"[0.48004570603370667, 0.9304895401000977]","[0.49989810585975647, 1.248435139656067]","[0.5030600428581238, 1.5086127519607544]",177.12339315606886
798,"[0.4771970212459564, 0.9301198124885559]","[0.501308262348175, 1.246838092803955]","[0.4980219006538391, 1.5184158086776733]",174.95326151783047
799,"[0.4787178635597229, 0.9285916686058044]","[0.4956446588039398, 1.247247338294983]","[0.49644869565963745, 1.5142120122909546]",177.13190215462453
800,"[0.47759658098220825, 0.9247512221336365]","[0.4950436055660248, 1.2447013854980469]","[0.49803876876831055, 1.5068131685256958]",177.53341997672084
801,"[0.477954626083374, 0.9217404723167419]","[0.49358850717544556, 1.2425929307937622]","[0.4976556897163391, 1.502976655960083]",178.10529266856847
802,"[0.4773043096065521, 0.9185045957565308]","[0.4909992814064026, 1.2414027452468872]","[0.49603787064552307, 1.5007202625274658]",178.68451663862268
803,"[0.4753735661506653, 0.9173752665519714]","[0.48851728439331055, 1.2404009103775024]","[0.4928678870201111, 1.4991731643676758]",178.63314792666026
804,"[0.47523045539855957, 0.9164254665374756]","[0.48889222741127014, 1.2397420406341553]","[0.49165812134742737, 1.4972108602523804]",178.19588491928045
805,"[0.4741334915161133, 0.9142827987670898]","[0.48660650849342346, 1.238152027130127]","[0.487490713596344, 1.4917298555374146]",177.99427056653695
806,"[0.4732734262943268, 0.9143555760383606]","[0.48449283838272095, 1.2386668920516968]","[0.48565107583999634, 1.4927762746810913]",178.27982093429253
807,"[0.47261613607406616, 0.9143458604812622]","[0.48235422372817993, 1.2374693155288696]","[0.4824426770210266, 1.4859695434570312]",178.29417334900216
808,"[0.4723278880119324, 0.9143025875091553]","[0.480908066034317, 1.238124132156372]","[0.4819246232509613, 1.4893200397491455]",178.71407766400228
809,"[0.4717117249965668, 0.9144169092178345]","[0.478468656539917, 1.241248369216919]","[0.47950807213783264, 1.4960768222808838]",179.04933414897005
810,"[0.4717446267604828, 0.9138417840003967]","[0.4781513214111328, 1.2405204772949219]","[0.4789865016937256, 1.4958579540252686]",179.06388903525183
811,"[0.4716413915157318, 0.9138208031654358]","[0.4771949350833893, 1.240264654159546]","[0.47868233919143677, 1.4967041015625]",179.35768819276393
812,"[0.4717787206172943, 0.914897084236145]","[0.4764668941497803, 1.2419366836547852]","[0.47758883237838745, 1.50235116481781]",179.42555526408393
813,"[0.47188252210617065, 0.9163573384284973]","[0.47697845101356506, 1.2476383447647095]","[0.47823652625083923, 1.5157501697540283]",179.3875674107746
814,"[0.47191500663757324, 0.918275773525238]","[0.4773896634578705, 1.24960458278656]","[0.4783175587654114, 1.5190629959106445]",179.25066928237868
815,"[0.47211089730262756, 0.9185085892677307]","[0.4775048792362213, 1.2494549751281738]","[0.4783686697483063, 1.5167986154556274]",179.25136107433045
816,"[0.47293004393577576, 0.9184814691543579]","[0.4777095317840576, 1.249698519706726]","[0.47868356108665466, 1.5159574747085571]",179.38287347246623
817,"[0.4732488691806793, 0.9175382852554321]","[0.47790223360061646, 1.249307632446289]","[0.4800156056880951, 1.5159790515899658]",179.6504874725613
818,"[0.47373470664024353, 0.9162499904632568]","[0.4778780937194824, 1.2462979555130005]","[0.4789827764034271, 1.5103895664215088]",179.52041678637408
819,"[0.47410744428634644, 0.9162412285804749]","[0.4784017503261566, 1.2461968660354614]","[0.47907358407974243, 1.510249376296997]",179.4001275018276
820,"[0.4741324484348297, 0.9162531495094299]","[0.4776833951473236, 1.2465122938156128]","[0.4780484735965729, 1.5110831260681152]",179.4630412287034
821,"[0.4741417467594147, 0.9131572246551514]","[0.47885632514953613, 1.2428693771362305]","[0.4795008599758148, 1.5033568143844604]",179.32254827747911
822,"[0.47416362166404724, 0.9112213253974915]","[0.48197880387306213, 1.2355786561965942]","[0.48384228348731995, 1.479407787322998]",179.0576400369566
823,"[0.4742933213710785, 0.9112907648086548]","[0.48608988523483276, 1.2355914115905762]","[0.4854092001914978, 1.4783838987350464]",177.75612979126717
824,"[0.47452354431152344, 0.9113470911979675]","[0.4936242699623108, 1.236009955406189]","[0.49278727173805237, 1.478644847869873]",176.43537964427264
825,"[0.47457045316696167, 0.9155106544494629]","[0.4940904974937439, 1.2419047355651855]","[0.4928308129310608, 1.479915738105774]",176.2742564576194
826,"[0.47458091378211975, 0.9182992577552795]","[0.49467992782592773, 1.2474075555801392]","[0.4948302209377289, 1.4817745685577393]",176.54196496965062
827,"[0.47454047203063965, 0.9218822121620178]","[0.49435481429100037, 1.2495356798171997]","[0.49400296807289124, 1.4917645454406738]",176.45611572146154
828,"[0.47335630655288696, 0.9260656833648682]","[0.491180419921875, 1.249881625175476]","[0.4929266571998596, 1.4959962368011475]",177.25591182487574
829,"[0.4728594720363617, 0.9256908893585205]","[0.4856317937374115, 1.2480252981185913]","[0.4876653552055359, 1.4960705041885376]",178.20059402652228
830,"[0.4724513590335846, 0.92401522397995]","[0.48132118582725525, 1.2426700592041016]","[0.4832262396812439, 1.495132327079773]",178.83791094189368
831,"[0.4712807536125183, 0.9224454164505005]","[0.4784354269504547, 1.240447759628296]","[0.4792960286140442, 1.494760513305664]",178.90502058389103
832,"[0.4709029793739319, 0.9215397238731384]","[0.4775002598762512, 1.238751769065857]","[0.4776330590248108, 1.4941784143447876]",178.83834012180748
833,"[0.47055816650390625, 0.9213792681694031]","[0.47739869356155396, 1.238789677619934]","[0.4770183563232422, 1.4942071437835693]",178.68008901993775
834,"[0.47056493163108826, 0.921235203742981]","[0.4775320589542389, 1.2390681505203247]","[0.47715169191360474, 1.4956576824188232]",178.65930140588281
835,"[0.47083234786987305, 0.9208990931510925]","[0.47771745920181274, 1.2401182651519775]","[0.477422297000885, 1.4968345165252686]",178.69852530877952
836,"[0.583162784576416, 0.8786622881889343]","[0.5769259929656982, 1.1752095222473145]","[0.5806200504302979, 1.460278034210205]",178.05274422635807
837,"[0.5916410088539124, 0.868435263633728]","[0.590420126914978, 1.1712182760238647]","[0.5862754583358765, 1.4469541311264038]",179.36986159934298
838,"[0.5893990993499756, 0.8578503727912903]","[0.5868777632713318, 1.1524752378463745]","[0.5877400636672974, 1.4345450401306152]",179.3345317451477
839,"[0.5883225202560425, 0.8566660284996033]","[0.5855180025100708, 1.13986337184906]","[0.582147479057312, 1.4236325025558472]",179.88687463449253
840,"[0.588803768157959, 0.8602628111839294]","[0.5903619527816772, 1.156181812286377]","[0.5832056403160095, 1.4249330759048462]",178.17299499324972
841,"[0.589840292930603, 0.8622758388519287]","[0.5902149081230164, 1.1599563360214233]","[0.5821677446365356, 1.4196457862854004]",178.15300322968838
842,"[0.5917406678199768, 0.862126350402832]","[0.5903295278549194, 1.1423890590667725]","[0.5834180116653442, 1.419063687324524]",178.85749627478347
843,"[0.5928357243537903, 0.8623520731925964]","[0.5918079018592834, 1.1360548734664917]","[0.5862401723861694, 1.4186270236968994]",179.08636363607246
844,"[0.5934336185455322, 0.8623755574226379]","[0.5924791693687439, 1.1332625150680542]","[0.5869566202163696, 1.4166945219039917]",179.08563434542293
845,"[0.5940715670585632, 0.8626164197921753]","[0.5928657054901123, 1.1294254064559937]","[0.5872108340263367, 1.4154839515686035]",179.1264617397014
846,"[0.5944641828536987, 0.8630616068840027]","[0.5929127931594849, 1.1286284923553467]","[0.5873225331306458, 1.4166046380996704]",179.2226075654468
847,"[0.5944253206253052, 0.8630257248878479]","[0.5931311249732971, 1.127534031867981]","[0.5872318744659424, 1.4183990955352783]",179.11843760601954
848,"[0.5948863625526428, 0.8632708787918091]","[0.5928455591201782, 1.130733609199524]","[0.5867406129837036, 1.419281244277954]",179.2251172344285
849,"[0.595342755317688, 0.8632693886756897]","[0.5934967398643494, 1.130509614944458]","[0.5882967114448547, 1.4199801683425903]",179.3666291796302
850,"[0.5956830382347107, 0.8634434938430786]","[0.5941994190216064, 1.131393551826477]","[0.5876952409744263, 1.4207888841629028]",179.0297297152267
851,"[0.5960418581962585, 0.863576352596283]","[0.5954731702804565, 1.131302833557129]","[0.587778627872467, 1.421256422996521]",178.6015939105754
852,"[0.5956103205680847, 0.8636537194252014]","[0.5951424837112427, 1.1310639381408691]","[0.5872738361358643, 1.4214909076690674]",178.54828290809442
853,"[0.5951540470123291, 0.863746702671051]","[0.5948876142501831, 1.12948477268219]","[0.58675616979599, 1.4204144477844238]",178.45645318496685
854,"[0.5947529077529907, 0.8638231754302979]","[0.5944318175315857, 1.1285431385040283]","[0.5866397619247437, 1.4181114435195923]",178.52808404046473
855,"[0.5946168899536133, 0.8638769388198853]","[0.5934516787528992, 1.128967046737671]","[0.5853708982467651, 1.414632797241211]",178.63151923369972
856,"[0.5930275321006775, 0.8637008666992188]","[0.592027485370636, 1.129298448562622]","[0.5820678472518921, 1.4108222723007202]",178.18959074354007
857,"[0.5918174982070923, 0.8635438084602356]","[0.5890715718269348, 1.1456124782562256]","[0.5798354744911194, 1.4086551666259766]",178.54678005705185
858,"[0.5893603563308716, 0.8636942505836487]","[0.5856415629386902, 1.153894066810608]","[0.5772861242294312, 1.408888578414917]",178.85743521954063
859,"[0.5860806703567505, 0.863669753074646]","[0.5830589532852173, 1.1589840650558472]","[0.5743538737297058, 1.408983588218689]",178.59198644144237
860,"[0.5817386507987976, 0.8636878132820129]","[0.578491747379303, 1.1611765623092651]","[0.5700920820236206, 1.4094622135162354]",178.68770815727754
861,"[0.5781058073043823, 0.864461362361908]","[0.5758367776870728, 1.1623352766036987]","[0.568183183670044, 1.4097892045974731]",178.6648797813639
862,"[0.5729031562805176, 0.8651174902915955]","[0.5713880658149719, 1.1609950065612793]","[0.564073920249939, 1.4101706743240356]",178.61204865557357
863,"[0.567503809928894, 0.8670969605445862]","[0.5656963586807251, 1.1619259119033813]","[0.5575636625289917, 1.4104474782943726]",178.47695198732146
864,"[0.5603920221328735, 0.8680002093315125]","[0.5584412217140198, 1.1631364822387695]","[0.5506148934364319, 1.4108375310897827]",178.56900229232465
865,"[0.5529367923736572, 0.8686400651931763]","[0.5506178140640259, 1.1635173559188843]","[0.543334424495697, 1.4113061428070068]",178.76693601057917
866,"[0.5438708066940308, 0.8690407872200012]","[0.541558027267456, 1.1640517711639404]","[0.534365713596344, 1.4115954637527466]",178.78492412825372
867,"[0.5418705344200134, 0.8693311810493469]","[0.539762556552887, 1.164613127708435]","[0.5328282117843628, 1.4129728078842163]",178.80970433232264
868,"[0.5362146496772766, 0.8719505071640015]","[0.5339754819869995, 1.1642727851867676]","[0.5282793641090393, 1.411708950996399]",179.12012525488805
869,"[0.5278244018554688, 0.8725215196609497]","[0.5264020562171936, 1.1640163660049438]","[0.5199264287948608, 1.4090912342071533]",178.76599434248197
870,"[0.5188905000686646, 0.873348593711853]","[0.5188884735107422, 1.1638290882110596]","[0.5117313861846924, 1.408060908317566]",178.32185688104062
871,"[0.5126479864120483, 0.8742512464523315]","[0.5137401819229126, 1.164172649383545]","[0.5066794157028198, 1.4073846340179443]",178.12125031116045
872,"[0.5072275400161743, 0.8745496869087219]","[0.5071136355400085, 1.1640692949295044]","[0.498270183801651, 1.4045398235321045]",177.91640320600985
873,"[0.502053439617157, 0.8765624165534973]","[0.504560112953186, 1.1660940647125244]","[0.49666666984558105, 1.4149292707443237]",177.68706092484277
874,"[0.4955482482910156, 0.8769243955612183]","[0.5002731084823608, 1.1624314785003662]","[0.49564844369888306, 1.4023234844207764]",177.94748038402514
875,"[0.49029284715652466, 0.878391683101654]","[0.49635910987854004, 1.1621767282485962]","[0.491790771484375, 1.3989413976669312]",177.67004084019212
876,"[0.48725923895835876, 0.8787736892700195]","[0.4923957884311676, 1.1603087186813354]","[0.4898495078086853, 1.3983924388885498]",178.3420170569726
877,"[0.4869062900543213, 0.8793332576751709]","[0.4936315417289734, 1.1589607000350952]","[0.49134477972984314, 1.3976037502288818]",178.07324713989067
878,"[0.48332732915878296, 0.8810677528381348]","[0.4916536808013916, 1.1589595079421997]","[0.48898619413375854, 1.3979696035385132]",177.64435808046036
879,"[0.4823392927646637, 0.8827944397926331]","[0.4906326234340668, 1.1593799591064453]","[0.4884389042854309, 1.400728464126587]",177.7617471356306
880,"[0.4806082248687744, 0.8853279948234558]","[0.4881390631198883, 1.1608742475509644]","[0.48567065596580505, 1.4042918682098389]",177.85346778981037
881,"[0.47970589995384216, 0.8874697089195251]","[0.4838508069515228, 1.163564682006836]","[0.47966036200523376, 1.4078173637390137]",178.15702449922307
882,"[0.4775278568267822, 0.8873154520988464]","[0.4829641282558441, 1.1639033555984497]","[0.47893261909484863, 1.4088059663772583]",177.9309098714202
883,"[0.4768966734409332, 0.8875571489334106]","[0.4814704358577728, 1.1650283336639404]","[0.47717636823654175, 1.410849928855896]",178.0548829394846
884,"[0.47701898217201233, 0.8879565596580505]","[0.4817163050174713, 1.1693437099456787]","[0.4721605181694031, 1.4253443479537964]",176.9059259751266
885,"[0.4762366712093353, 0.8879246115684509]","[0.48153242468833923, 1.1688964366912842]","[0.4745887815952301, 1.4231804609298706]",177.3560510045932
886,"[0.4769267439842224, 0.8882640600204468]","[0.48140931129455566, 1.1695196628570557]","[0.47541093826293945, 1.4221365451812744]",177.726685068476
887,"[0.4771246314048767, 0.8882572650909424]","[0.4818792939186096, 1.1694135665893555]","[0.4764477610588074, 1.4218412637710571]",177.79850411705678
888,"[0.4775885045528412, 0.8879860639572144]","[0.4797757565975189, 1.1707050800323486]","[0.471256822347641, 1.4209469556808472]",177.6069849538928
889,"[0.4777776598930359, 0.8872937560081482]","[0.4802168309688568, 1.1798243522644043]","[0.47150975465774536, 1.4324003458023071]",177.54788787541838
890,"[0.4787465035915375, 0.8871732354164124]","[0.4805852770805359, 1.179061770439148]","[0.47236791253089905, 1.4319249391555786]",177.77776395500533
891,"[0.48169198632240295, 0.8870777487754822]","[0.48237690329551697, 1.186527132987976]","[0.47391849756240845, 1.4376978874206543]",177.94019111554178
892,"[0.4846547544002533, 0.8870822191238403]","[0.485903799533844, 1.1919630765914917]","[0.4776708483695984, 1.4444864988327026]",177.89793323778986
893,"[0.4882631301879883, 0.8877595663070679]","[0.4911409020423889, 1.1962428092956543]","[0.4841805100440979, 1.4546138048171997]",177.92236799339184
894,"[0.49323272705078125, 0.8879913091659546]","[0.496903657913208, 1.1949479579925537]","[0.49079808592796326, 1.4517626762390137]",177.9529192146202
895,"[0.49790874123573303, 0.8880390524864197]","[0.49820059537887573, 1.1945322751998901]","[0.4927394390106201, 1.4487686157226562]",178.71488075622804
896,"[0.5037627816200256, 0.8880658745765686]","[0.5016103982925415, 1.1932353973388672]","[0.495809942483902, 1.4468716382980347]",179.09402488618872
897,"[0.5056032538414001, 0.8878685235977173]","[0.5046054124832153, 1.1923967599868774]","[0.4991983473300934, 1.4453614950180054]",178.96324109146224
898,"[0.5090223550796509, 0.8873875737190247]","[0.5092591047286987, 1.1921415328979492]","[0.5052503347396851, 1.4451690912246704]",179.0478160838369
899,"[0.5143354535102844, 0.8871257305145264]","[0.5153205394744873, 1.1919703483581543]","[0.5111921429634094, 1.4451904296875]",178.8808088090237
900,"[0.5208214521408081, 0.8871328830718994]","[0.5211815237998962, 1.19173264503479]","[0.5172843337059021, 1.4447944164276123]",179.0499758381732
901,"[0.5264185667037964, 0.8857201337814331]","[0.5275880098342896, 1.1915743350982666]","[0.5236324071884155, 1.444425344467163]",178.8846664640847
902,"[0.5329630970954895, 0.8844488263130188]","[0.5326377749443054, 1.1875392198562622]","[0.5288056135177612, 1.439478874206543]",179.19006058751842
903,"[0.5392752885818481, 0.8835256099700928]","[0.5379098653793335, 1.1825858354568481]","[0.5343431830406189, 1.433909296989441]",179.4485300037603
904,"[0.5456323623657227, 0.8826189041137695]","[0.5427151918411255, 1.1792964935302734]","[0.5386935472488403, 1.4314345121383667]",179.6495596044789
905,"[0.5526622533798218, 0.8811147212982178]","[0.5512158870697021, 1.177908182144165]","[0.5470391511917114, 1.4312138557434082]",179.3345581731251
906,"[0.5593841671943665, 0.8781949281692505]","[0.5593858361244202, 1.1744437217712402]","[0.5561927556991577, 1.4293267726898193]",179.2819344710197
907,"[0.5593395829200745, 0.8752903342247009]","[0.5607364177703857, 1.1709693670272827]","[0.5560429096221924, 1.4266738891601562]",178.67777010345827
908,"[0.5643091797828674, 0.8744800090789795]","[0.566438615322113, 1.1700724363327026]","[0.562622606754303, 1.4255478382110596]",178.73149348011228
909,"[0.5694030523300171, 0.8721508383750916]","[0.5709974765777588, 1.1669214963912964]","[0.567341685295105, 1.420576572418213]",178.8643728246429
910,"[0.572753369808197, 0.8707613348960876]","[0.575863778591156, 1.1664259433746338]","[0.5727205276489258, 1.419785737991333]",178.6864766664297
911,"[0.5758568048477173, 0.8701778650283813]","[0.5812416672706604, 1.1668282747268677]","[0.5785835981369019, 1.4201843738555908]",178.3589759104007
912,"[0.5799402594566345, 0.8707166910171509]","[0.5858501195907593, 1.167227029800415]","[0.5832951664924622, 1.4204214811325073]",178.28002242927823
913,"[0.5845099687576294, 0.8713483810424805]","[0.5936359167098999, 1.1737595796585083]","[0.5916250944137573, 1.423491358757019]",177.81016216881102
914,"[0.5890121459960938, 0.8714668154716492]","[0.5997768044471741, 1.1766107082366943]","[0.5961040258407593, 1.4235535860061646]",177.12749970359704
915,"[0.5926178693771362, 0.8731889724731445]","[0.6044151186943054, 1.1780365705490112]","[0.6018432974815369, 1.4175174236297607]",177.16854108514988
916,"[0.5921607613563538, 0.8706205487251282]","[0.6053255796432495, 1.1761841773986816]","[0.6026265025138855, 1.4004465341567993]",176.8434684826408
917,"[0.5934493541717529, 0.8718076348304749]","[0.6058124303817749, 1.1769680976867676]","[0.6015741229057312, 1.401451587677002]",176.5983931747426
918,"[0.5940548181533813, 0.8655202388763428]","[0.6014463305473328, 1.1701322793960571]","[0.600581169128418, 1.37942636013031]",178.3731287525868
919,"[0.597770094871521, 0.8645519018173218]","[0.6094714403152466, 1.1702407598495483]","[0.6103016138076782, 1.3844679594039917]",178.02989885669254
920,"[0.5984823107719421, 0.8639500737190247]","[0.6115652322769165, 1.1703685522079468]","[0.6112350821495056, 1.3782267570495605]",177.46416440702828
921,"[0.6014366745948792, 0.8633565306663513]","[0.614363968372345, 1.171114206314087]","[0.6144675016403198, 1.3822393417358398]",177.62281446056934
922,"[0.6032403707504272, 0.8631983399391174]","[0.6146954298019409, 1.1739333868026733]","[0.6164181232452393, 1.3934270143508911]",178.33845795429153
923,"[0.6045978665351868, 0.8622928857803345]","[0.6135579943656921, 1.1739916801452637]","[0.6170777082443237, 1.3977317810058594]",179.2546831726959
924,"[0.6054296493530273, 0.8624299168586731]","[0.6120864748954773, 1.1568299531936646]","[0.6169501543045044, 1.3975666761398315]",179.86208450039956
925,"[0.6055054664611816, 0.8659173846244812]","[0.6117522716522217, 1.1581497192382812]","[0.6153752207756042, 1.4164221286773682]",179.57909387152532
926,"[0.6077482104301453, 0.8681128025054932]","[0.6188243627548218, 1.1711405515670776]","[0.6253401637077332, 1.4213098287582397]",179.39864269974936
927,"[0.6095935106277466, 0.8686525821685791]","[0.6236437559127808, 1.1740970611572266]","[0.6308465003967285, 1.4203506708145142]",179.04167183684777
928,"[0.6117838025093079, 0.8688551783561707]","[0.6213712692260742, 1.1666330099105835]","[0.6345067620277405, 1.4174675941467285]",178.8464200030176
929,"[0.6130812764167786, 0.8688353896141052]","[0.6252350211143494, 1.1679366827011108]","[0.633794903755188, 1.4169237613677979]",179.64209735744274
930,"[0.6132522821426392, 0.8670060038566589]","[0.6265090703964233, 1.167554259300232]","[0.6344637274742126, 1.4132461547851562]",179.32878775979452
931,"[0.6139403581619263, 0.8635639548301697]","[0.6273099184036255, 1.1656854152679443]","[0.6340529918670654, 1.4082624912261963]",179.05846300689728
932,"[0.6145487427711487, 0.8531736731529236]","[0.6279014348983765, 1.1505321264266968]","[0.635044276714325, 1.3677254915237427]",179.31250505251947
933,"[0.6142966151237488, 0.8501217365264893]","[0.6288433074951172, 1.1484932899475098]","[0.634597659111023, 1.3614510297775269]",178.75665172494024
934,"[0.6141493320465088, 0.8503566980361938]","[0.6289089918136597, 1.1500577926635742]","[0.6344188451766968, 1.3675563335418701]",178.6317329374369
935,"[0.6140186786651611, 0.8509362936019897]","[0.6319425702095032, 1.15018630027771]","[0.634589433670044, 1.3762067556381226]",177.2432490166054
936,"[0.6139723658561707, 0.85113525390625]","[0.6318454742431641, 1.1513363122940063]","[0.6340793371200562, 1.3786804676055908]",177.1557609050537
937,"[0.6139301061630249, 0.8512887954711914]","[0.6318046450614929, 1.152340054512024]","[0.6337811350822449, 1.3803706169128418]",177.09873192544006
938,"[0.613857626914978, 0.8545308709144592]","[0.6303648948669434, 1.1528393030166626]","[0.630763590335846, 1.3782340288162231]",176.93404610116445
939,"[0.6141039133071899, 0.8572927713394165]","[0.6301532983779907, 1.1550201177597046]","[0.6307527422904968, 1.3871934413909912]",177.06231254989746
940,"[0.6154359579086304, 0.8573272824287415]","[0.6319279074668884, 1.1545475721359253]","[0.6311362981796265, 1.386769413948059]",176.6287570399723
941,"[0.6155076622962952, 0.8601521253585815]","[0.6303683519363403, 1.1547484397888184]","[0.6271503567695618, 1.3904175758361816]",176.32989626981237
942,"[0.6154730916023254, 0.8604206442832947]","[0.6275754570960999, 1.1549928188323975]","[0.6215065717697144, 1.3925964832305908]",176.1842180497612
943,"[0.6155921220779419, 0.8645023703575134]","[0.6246170997619629, 1.1560475826263428]","[0.6174827814102173, 1.3980714082717896]",176.5384750548017
944,"[0.6160299777984619, 0.8673220872879028]","[0.6228424310684204, 1.15780508518219]","[0.614899754524231, 1.402193307876587]",176.79506505221988
945,"[0.6166499853134155, 0.8695955276489258]","[0.6216269135475159, 1.1606032848358154]","[0.6130722165107727, 1.40610933303833]",177.02452769329446
946,"[0.6168884038925171, 0.869511604309082]","[0.6213181018829346, 1.1615402698516846]","[0.6129399538040161, 1.4084550142288208]",177.18758665076254
